0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,1010100011010000110010100100000,1,0,0
0,1110001011101010110100101100011,1,0,0
0,1101011001000000110001001110010,1,0,0
0,1101111011101110110111000100000,1,0,0
0,1100110011011110111100000100000,1,0,0
0,1101010011101010110110101110000,1,0,0
0,1110011001000000110111101110110,1,0,0
0,1100101011100100010000001110100,1,0,0
0,1101000011001010010000001101100,1,0,0
0,1100001011110100111100100100000,1,0,0
0,1100100011011110110011100100000,1,11,1
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
0,1100100011011110110011100100000,0,11,0
