0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,1,0,11111010,1,1,1,0,0
0,1,0,11111010,1,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,0,11001000,1,1,1,0,0
0,1,0,11001000,1,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0
0,1,1,0,1,1,1,0,0
0,1,0,0,0,1,1,0,0
0,1,0,0,0,1,1,0,0
0,1,1,0,0,1,1,0,0
0,1,1,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,10,10000000,1,1,1,0,0
0,1,10,10000000,1,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,11,100000,1,1,1,0,0
0,1,11,100000,1,1,1,0,0
0,1,100,10010000,1,1,1,0,0
0,1,100,10010000,1,1,1,0,0
0,1,0,0,0,0,0,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
0,1,100,0,0,1,1,0,0
