1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,11000011
0,1,11000011
0,0,11000011
0,0,11000011
0,0,11000011
0,0,11000011
0,0,11000011
0,0,11000011
0,0,11111101
0,1,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,10010
0,1,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,11101
0,1,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11000100
0,1,11000100
0,0,11000100
0,0,11000100
0,0,11000100
0,0,11000100
0,0,11000100
0,0,11000100
0,0,10011010
0,1,10011010
0,0,10011010
0,0,10011010
0,0,10011010
0,0,10011010
0,0,10011010
0,0,10011010
0,0,11010010
0,1,11010010
0,0,11010010
0,0,11010010
0,0,11010010
0,0,11010010
0,0,11010010
0,0,11010010
0,0,10010001
0,1,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,100111
0,1,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,11111011
0,1,11111011
0,0,11111011
0,0,11111011
0,0,11111011
0,0,11111011
0,0,11111011
0,0,11111011
0,0,1110110
0,1,1110110
0,0,1110110
0,0,1110110
0,0,1110110
0,0,1110110
0,0,1110110
0,0,1110110
0,0,10101010
0,1,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,101111
0,1,101111
0,0,101111
0,0,101111
0,0,101111
0,0,101111
0,0,101111
0,0,101111
0,0,101010
0,1,101010
0,0,101010
0,0,101010
0,0,101010
0,0,101010
0,0,101010
0,0,101010
0,0,111000
0,1,111000
0,0,111000
0,0,111000
0,0,111000
0,0,111000
0,0,111000
0,0,111000
0,0,1111011
0,1,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,11001110
0,1,11001110
0,0,11001110
0,0,11001110
0,0,11001110
0,0,11001110
0,0,11001110
0,0,11001110
0,0,101100
0,1,101100
0,0,101100
0,0,101100
0,0,101100
0,0,101100
0,0,101100
0,0,101100
0,0,1011100
0,1,1011100
0,0,1011100
0,0,1011100
0,0,1011100
0,0,1011100
0,0,1011100
0,0,1011100
0,0,1000010
0,1,1000010
0,0,1000010
0,0,1000010
0,0,1000010
0,0,1000010
0,0,1000010
0,0,1000010
0,0,100011
0,1,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,10001111
0,1,10001111
0,0,10001111
0,0,10001111
0,0,10001111
0,0,10001111
0,0,10001111
0,0,10001111
0,0,11100110
0,1,11100110
0,0,11100110
0,0,11100110
0,0,11100110
0,0,11100110
0,0,11100110
0,0,11100110
0,0,1101110
0,1,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1111011
0,1,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,1111011
0,0,11101100
0,1,11101100
0,0,11101100
0,0,11101100
0,0,11101100
0,0,11101100
0,0,11101100
0,0,11101100
0,0,11110111
0,1,11110111
0,0,11110111
0,0,11110111
0,0,11110111
0,0,11110111
0,0,11110111
0,0,11110111
0,0,101000
0,1,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,11100
0,1,11100
0,0,11100
0,0,11100
0,0,11100
0,0,11100
0,0,11100
0,0,11100
0,0,1101110
0,1,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,1101110
0,0,10100110
0,1,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10101110
0,1,10101110
0,0,10101110
0,0,10101110
0,0,10101110
0,0,10101110
0,0,10101110
0,0,10101110
0,0,10110011
0,1,10110011
0,0,10110011
0,0,10110011
0,0,10110011
0,0,10110011
0,0,10110011
0,0,10110011
0,0,101000
0,1,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,1100101
0,1,1100101
0,0,1100101
0,0,1100101
0,0,1100101
0,0,1100101
0,0,1100101
0,0,1100101
0,0,10100110
0,1,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,10100110
0,0,1100001
0,1,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1111110
0,1,1111110
0,0,1111110
0,0,1111110
0,0,1111110
0,0,1111110
0,0,1111110
0,0,1111110
0,0,11111111
0,1,11111111
0,0,11111111
0,0,11111111
0,0,11111111
0,0,11111111
0,0,11111111
0,0,11111111
0,0,101
0,1,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,10010001
0,1,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,1001011
0,1,1001011
0,0,1001011
0,0,1001011
0,0,1001011
0,0,1001011
0,0,1001011
0,0,1001011
0,0,1101100
0,1,1101100
0,0,1101100
0,0,1101100
0,0,1101100
0,0,1101100
0,0,1101100
0,0,1101100
0,0,1111
0,1,1111
0,0,1111
0,0,1111
0,0,1111
0,0,1111
0,0,1111
0,0,1111
0,0,11111101
0,1,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,11111101
0,0,1111100
0,1,1111100
0,0,1111100
0,0,1111100
0,0,1111100
0,0,1111100
0,0,1111100
0,0,1111100
0,0,1011
0,1,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1001100
0,1,1001100
0,0,1001100
0,0,1001100
0,0,1001100
0,0,1001100
0,0,1001100
0,0,1001100
0,0,1000011
0,1,1000011
0,0,1000011
0,0,1000011
0,0,1000011
0,0,1000011
0,0,1000011
0,0,1000011
0,0,100111
0,1,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,100111
0,0,1000111
0,1,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1010100
0,1,1010100
0,0,1010100
0,0,1010100
0,0,1010100
0,0,1010100
0,0,1010100
0,0,1010100
0,0,1010011
0,1,1010011
0,0,1010011
0,0,1010011
0,0,1010011
0,0,1010011
0,0,1010011
0,0,1010011
0,0,10111100
0,1,10111100
0,0,10111100
0,0,10111100
0,0,10111100
0,0,10111100
0,0,10111100
0,0,10111100
0,0,1110100
0,1,1110100
0,0,1110100
0,0,1110100
0,0,1110100
0,0,1110100
0,0,1110100
0,0,1110100
0,0,11101
0,1,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,1,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11101
0,0,11001001
0,1,11001001
0,0,11001001
0,0,11001001
0,0,11001001
0,0,11001001
0,0,11001001
0,0,11001001
0,0,10011011
0,1,10011011
0,0,10011011
0,0,10011011
0,0,10011011
0,0,10011011
0,0,10011011
0,0,10011011
0,0,10000011
0,1,10000011
0,0,10000011
0,0,10000011
0,0,10000011
0,0,10000011
0,0,10000011
0,0,10000011
0,0,11010111
0,1,11010111
0,0,11010111
0,0,11010111
0,0,11010111
0,0,11010111
0,0,11010111
0,0,11010111
0,0,10010
0,1,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,10010
0,0,101001
0,1,101001
0,0,101001
0,0,101001
0,0,101001
0,0,101001
0,0,101001
0,0,101001
0,0,10011
0,1,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,101000
0,1,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,101000
0,0,10010001
0,1,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,10010001
0,0,11011011
0,1,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,10110000
0,1,10110000
0,0,10110000
0,0,10110000
0,0,10110000
0,0,10110000
0,0,10110000
0,0,10110000
0,0,11111001
0,1,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,1011000
0,1,1011000
0,0,1011000
0,0,1011000
0,0,1011000
0,0,1011000
0,0,1011000
0,0,1011000
0,0,1101011
0,1,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1001001
0,1,1001001
0,0,1001001
0,0,1001001
0,0,1001001
0,0,1001001
0,0,1001001
0,0,1001001
0,0,11110101
0,1,11110101
0,0,11110101
0,0,11110101
0,0,11110101
0,0,11110101
0,0,11110101
0,0,11110101
0,0,1001101
0,1,1001101
0,0,1001101
0,0,1001101
0,0,1001101
0,0,1001101
0,0,1001101
0,0,1001101
0,0,10001010
0,1,10001010
0,0,10001010
0,0,10001010
0,0,10001010
0,0,10001010
0,0,10001010
0,0,10001010
0,0,10001110
0,1,10001110
0,0,10001110
0,0,10001110
0,0,10001110
0,0,10001110
0,0,10001110
0,0,10001110
0,0,11011011
0,1,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,11011011
0,0,10100001
0,1,10100001
0,0,10100001
0,0,10100001
0,0,10100001
0,0,10100001
0,0,10100001
0,0,10100001
0,0,10111111
0,1,10111111
0,0,10111111
0,0,10111111
0,0,10111111
0,0,10111111
0,0,10111111
0,0,10111111
0,0,111100
0,1,111100
0,0,111100
0,0,111100
0,0,111100
0,0,111100
0,0,111100
0,0,111100
0,0,10000100
0,1,10000100
0,0,10000100
0,0,10000100
0,0,10000100
0,0,10000100
0,0,10000100
0,0,10000100
0,0,10001
0,1,10001
0,0,10001
0,0,10001
0,0,10001
0,0,10001
0,0,10001
0,0,10001
0,0,1101011
0,1,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,1101011
0,0,11000110
0,1,11000110
0,0,11000110
0,0,11000110
0,0,11000110
0,0,11000110
0,0,11000110
0,0,11000110
0,0,1100001
0,1,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1100001
0,0,1011
0,1,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1011
0,0,1110101
0,1,1110101
0,0,1110101
0,0,1110101
0,0,1110101
0,0,1110101
0,0,1110101
0,0,1110101
0,0,10101010
0,1,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,110011
0,1,110011
0,0,110011
0,0,110011
0,0,110011
0,0,110011
0,0,110011
0,0,110011
0,0,11111001
0,1,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,11111001
0,0,10001100
0,1,10001100
0,0,10001100
0,0,10001100
0,0,10001100
0,0,10001100
0,0,10001100
0,0,10001100
0,0,100011
0,1,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,100011
0,0,10111010
0,1,10111010
0,0,10111010
0,0,10111010
0,0,10111010
0,0,10111010
0,0,10111010
0,0,10111010
0,0,10101010
0,1,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,10101010
0,0,1001110
0,1,1001110
0,0,1001110
0,0,1001110
0,0,1001110
0,0,1001110
0,0,1001110
0,0,1001110
0,0,1000101
0,1,1000101
0,0,1000101
0,0,1000101
0,0,1000101
0,0,1000101
0,0,1000101
0,0,1000101
0,0,11110001
0,1,11110001
0,0,11110001
0,0,11110001
0,0,11110001
0,0,11110001
0,0,11110001
0,0,11110001
0,0,10011
0,1,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,10011
0,0,1000111
0,1,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,1000111
0,0,11110111
0,1,11110111
0,0,11110111
0,0,11110111
0,0,11110111
